SID,DID,ID,Birthyr,Birthyrcat,Energy,yr,age,antler kg,bm kg
210069,211065,214016,2014,C,S,2015,1.5,0.252,41.730464
210045,208011,212004,2012,A,L,2013,1.5,0.074,41.276872
210039,209018,212011,2012,A,L,2013,1.5,0.17,41.276872
210039,208008,212031,2012,A,L,2013,1.5,0.216,41.276872
209058,211015,213111,2013,B,L,2014,1.5,0.09,41.276872
210045,210082,214130,2014,C,L,2015,1.5,0.15,41.276872
210089,210103,214055,2014,C,L,2015,1.5,0.13,40.82328
212011,212006,216038,2016,D,L,2017,1.5,0.1339,40.7325616
212040,212064,216005,2016,D,L,2017,1.5,0.0933,40.4604064
209045,211017,213092,2013,B,L,2014,1.5,0.054,40.369688
210089,211029,214116,2014,C,L,2019,5.5,0.4754,40.0975328
207706,210082,212106,2012,A,L,2014,2.5,0.262,39.916096
209009,210033,213011,2013,B,L,2014,1.5,0.144,39.916096
209058,211006,213158,2013,B,L,2014,1.5,0.022,39.916096
209007,208014,213161,2013,B,L,2014,1.5,0.024,39.916096
210097,209016,212058,2012,A,L,2013,1.5,0.068,39.462504
209025,211130,213152,2013,B,S,2014,1.5,0.136,39.462504
210069,210064,214069,2014,C,L,2015,1.5,0.11,39.462504
210015,211015,214079,2014,C,L,2015,1.5,0.14,39.462504
210089,211052,214091,2014,C,L,2015,1.5,0.118,39.462504
210089,211029,214116,2014,C,L,2016,2.5,0.124,39.462504
210089,211052,214091,2014,C,L,2017,3.5,0.3233,39.3717856
210045,210057,214031,2014,C,L,2015,1.5,0.048,39.008912
210069,211009,214052,2014,C,L,2015,1.5,0.138,39.008912
209007,211201,213056,2013,B,L,2014,1.5,0.172,38.101728
212040,212001,216031,2016,D,L,2017,1.5,0.0192,37.9202912
207706,210082,212106,2012,A,L,2013,1.5,0.0012,37.648136
209009,210033,213011,2013,B,L,2015,2.5,0.66,37.648136
209058,211015,213117,2013,B,S,2014,1.5,0.04,37.648136
210060,210104,214029,2014,C,S,2016,2.5,0.67,37.648136
210060,210094,214153,2014,C,L,2015,1.5,0.008,37.194544
210089,211029,214116,2014,C,L,2015,1.5,0.128,36.740952
209029,210036,212083,2012,A,L,2013,1.5,0.09,36.28736
210039,208014,212095,2012,A,L,2013,1.5,0.0015,35.833768
209058,210094,213062,2013,B,L,2014,1.5,0.048,35.833768
209025,210076,213150,2013,B,L,2014,1.5,0.096,35.833768
209045,211039,213156,2013,B,L,2014,1.5,0.01,35.833768
210089,211008,214150,2014,C,L,2016,2.5,0.086,35.380176
210060,211043,214046,2014,C,L,2015,1.5,0.008,34.926584
212040,212001,216032,2016,D,L,2017,1.5,0.0194,33.339012
212011,212006,216038,2016,D,L,2018,2.5,0.6999,32.658624
210089,211008,214150,2014,C,L,2015,1.5,0.006,32.205032
209025,209026,213053,2013,B,L,2014,1.5,0.028,29.937072
210060,208009,214106,2014,C,L,2015,1.5,0.014,28.576296
